code	name	field of ed
LMTPDLG02A	Contribute to preparation of design concepts	100505
LMTPDLG03A	Contribute to development of design	100505
LMTPDLG04A	Select and/or modify patterns	030105
LMTPDLG05A	Grade patterns	030105
LMTPDLG06A	Design tooling	030199
LMTPDMF01A	Conduct comprehensive medical grade footwear assessments for clients with footwear-related medical c	030109
LMTPDMF02A	Conduct medical grade footwear assessments for clients with footwear-related medical conditions	030109
LMTPDMF03A	Design, evaluate and make patterns for medical grade custom-made footwear	030109
LMTPDMF04A	Research and evaluate medical grade footwear conditions, processes and products	030101
LMTPDMF05A	Produce negative and positive casts for lasts and/or corrective orthoses	061799
LMTPDMF06A	Select and/or produce and adjust casts for accommodative orthoses	061799
LMTPDMF07A	Produce custom-made medical grade footwear	030109
LMTPDMF08A	Modify medical grade footwear	030109
LMTPDMF09A	Fit, trial and review custom-made medical grade footwear and orthoses (high complexity and risk cond	030109
LMTPDMF10A	Fit, trial and review medical grade footwear and orthoses (up to medium complexity and risk conditio	030109
LMTPDMF11A	Produce corrective orthoses	061799
LMTPDMF12A	Produce accommodative orthoses	061799
LMTPDTF01AA	Translate information into measurements and/or diagrams - 1	100503
LMTPDTF01BA	Translate information into measurements and/or diagrams - 2	100503
LMTPDTF02AA	Measure, scale and undertake geometric construction - 1	100503
LMTPDTF02BA	Measure, scale and undertake geometric construction - 2	100503
LMTPDTF03AA	Produce patterns for two dimensional products	100503
LMTPDTF03BA	Produce patterns for three dimensional products	100503
LMTPDTF04AA	Identify customer requirements (on site)	080501
LMTPDTF04BA	Identify customer requirements and gain customer acceptance	080501
LMTPDTF05A	Estimate and cost job	030105
LMTPDTX01A	Select raw materials	030105
LMTPDTX02A	Organise and interpret tests	030105
LMTPDTX03A	Plan and organise non-routine testing	030101
LMTPDTX04A	Contribute to the development of products or processes	030101
LMTPDTX05A	Participate in development of design concepts	030101
LMTPDTX06A	Manage product development projects	080315
LMTPDTX07A	Develop design concepts	030101
LMTPDTX08A	Research and evaluate processes and products	030101
LMTPDTX09A	Analyse textiles and develop product specification	030105
LMTPDTX10A	Select dyes and develop dye specification/recipe for production	030105
LMTPRCG01A	Operate machinery to gin cotton	030105
LMTPRCG02A	Check seed cotton for ginning requirements	030105
LMTPRCG03A	Operate bale or mote press	030105
LMTPRCL01AA	Sew garments - 1	030107
LMTPRCL01BA	Sew garments - 2	030107
LMTPRCL01CA	Sew garments - 3	030107
LMTPRCL01DA	Sew garments - 4	030107
LMTPRCL02AA	Cut work - 1	030107
LMTPRCL02BA	Cut work - 2	030107
LMTPRCL02CA	Cut work - 3	030107
LMTPRCL03AA	Press work - 1	030107
LMTPRCL03BA	Press work - 2	030107
LMTPRCL03CA	Press work - 3	030107
LMTPRCL03DA	Press work - 4	030107
LMTPRCL04AA	Lay-up work - 1	030107
LMTPRCL04BA	Lay-up work - 2	030107
LMTPRCL04CA	Lay-up work - 3	030107
LMTPRCL05AA	Make marker - 1	030107
LMTPRCL05BA	Make marker - 2	030107
LMTPRCL06AA	Bundle cut work - 1	030107
LMTPRCL06BA	Bundle cut work - 2	030107
LMTPRCL07AA	Make tickets and labels - 1	030107
LMTPRCL07BA	Make tickets and labels - 2	030107
LMTPRCL08AA	Place tickets and labels with cut work - 1	030107
LMTPRCL08BA	Place tickets and labels with cut work - 2	030107
LMTPRCL09AA	Finish work - 1	030107
LMTPRCL09BA	Finish work - 2	030107
LMTPRCL10AA	Complete garment assembly tasks involving non-sewing machines - 1	030107
LMTPRCL10BA	Complete garment assembly tasks involving non-sewing machines -  2	030107
LMTPRCL11A	Grade patterns	030107
LMTPRCL12A	Measure, lay-up and cut custom made garments	030107
LMTPRCL13A	Determine and perform garment maintenance and repair	030107
LMTPRCL14A	Assemble/fit custom made/bespoke garments	030107
LMTPRCL15A	Organise and plan own work in home-based/outside factory environment	030107
LMTPRDC01A	Provide customer service	080501
LMTPRDC02A	Receive and sort articles	089901
LMTPRDC03A	Perform pre- and post-spotting	039909
LMTPRDC04A	Operate dry cleaning machines	039909
LMTPRDC05A	Operate wet cleaning machines	039909
LMTPRDC06A	Operate finishing equipment	039909
LMTPRDC07A	Repair or alter articles	039909
LMTPRDC08A	Carry out final inspection of articles	039909
LMTPRDC09A	Control dry cleaning production	039909
LMTPRDC10A	Prepare articles for storage or despatch	089901
LMTPREW01AA	Perform tasks to support production processes - 1	030105
LMTPREW01BA	Perform tasks to support production processes - 2	030105
LMTPREW02A	Blend and open greasy wool	030105
LMTPREW03A	Press and/or dump wool	030105
LMTPREW04A	Perform wool carding	030105
LMTPREW05A	Perform wool combing	030105
LMTPREW06A	Perform wool preparation using gilling machines	030105
LMTPREW07A	Perform wool finishing	030105
LMTPREW08A	Perform wool pressing operations	030105
LMTPREW09A	Perform wool backwash process	030105
LMTPREW10A	Perform wool scouring	030105
LMTPREW11A	Perform wool carbonising	030105
LMTPREW12AA	Perform wool superwash process - 1	030105
LMTPREW12BA	Perform wool superwash process - 2	030105
LMTPREW13A	Perform tests to check product quality	030105
LMTPRFR01A	Assess and cost job	080301
LMTPRFR02A	Supply and fit new heel block and/or replace top piece	030109
LMTPRFR03A	Attach non-slip sole and/or heel	030109
LMTPRFR04A	Replace toe piece	030109
LMTPRFR05A	Replace half leather sole	030109
LMTPRFR06A	Sew/patch by machine	030109
LMTPRFR07A	Dye footwear/item	030109
LMTPRFR08A	Replace full sole and heel	030109
LMTPRFR09A	Operate sole stitcher	030109
LMTPRFR10A	Hand sew welt	030109
LMTPRFR11A	Re-cover footwear	030109
LMTPRFT01AA	Cut by machine - 1	030199
LMTPRFT01BA	Cut by machine - 2	030199
LMTPRFT02AA	Perform stuff cutting - 1	030109
LMTPRFT02BA	Perform stuff cutting - 2	030109
LMTPRFT03AA	Machine upper - 1	030109
LMTPRFT03BA	Machine upper - 2	030109
LMTPRFT03CA	Machine upper - 3	030109
LMTPRFT03DA	Machine upper - 4	030109
LMTPRFT04A	Last shoe by machine	030109
LMTPRFT05A	Hand last shoe	030109
LMTPRFT06AA	Make shoe - 1	030109
LMTPRFT06BA	Make shoe - 2	030109
LMTPRFT06CA	Make shoe - 3	030109
LMTPRFT06DA	Make shoe - 4	030109
LMTPRFT07A	Make shoe by hand	030109
LMTPRFT08AA	Operate production machines - 1	030109
LMTPRFT08BA	Operate production machines - 2	030109
LMTPRFT08CA	Operate production machines - 3	030109
LMTPRFT09AA	Perform table-based operations - 1	030109
LMTPRFT09BA	Perform table-based operations - 2	030109
LMTPRFT10A	Prepare, cut and sew custom-made shoe components	030109
LMTPRFT11A	Assemble and finish custom-made shoe	030109
LMTPRFT12A	Fit custom-made footwear	030109
LMTPRGN01A	Plan and implement production within a work team	030105
LMTPRGN02A	Coordinate or set up machine/s for product change	030717
LMTPRGN03A	Participate in production planning processes	030105
LMTPRGN04A	Coordinate production	030101
LMTPRGN05A	Participate in product engineering	030199
LMTPRGN06A	Contribute to production planning	030101
LMTPRGN07A	Plan production	030101
LMTPRGN08A	Perform tasks to support production	030105
LMTPRGN09A	Perform test/inspection to check product quality	030105
LMTPRGN10A	Select, transfer, remove materials/products	030105
LMTPRGN11A	Manage production operations	080301
LMTPRGN12A	Control production	030105
LMTPRGN13A	Repair product	030105
LMTPRGN14A	Provide global operations support	080505
LMTPRGN15A	Coordinate work of team/section	030105
LMTPRGN16A	Organise and plan own work to achieve planned outcomes	030105
LMTPRGN17A	Cut leather by hand	030105
LMTPRGN18A	Grade leather	030105
LMTPRHL01A	Undertake receival, storage, handling and/or preservation of materials or products	089901
LMTPRHL02A	Perform fellmongering processes	030199
LMTPRHL03A	Operate machines to prepare hides or skins for tanning	030199
LMTPRHL04A	Prepare chemicals to a formula	030199
LMTPRHL05A	Supervise/monitor technical processes	030199
LMTPRHL06A	Use drum or vessel to prepare or tan hides or skins	030199
LMTPRHL07A	Operate machines to crust hides, skins or leather	030199
LMTPRHL08A	Use drum or vessel to crust hides, skins or leather	030199
LMTPRHL09A	Perform drying operations	030199
LMTPRHL10A	Finish hides, skins or leather	030199
LMTPRHL11A	Trim hides, skins or leather	030199
LMTPRHL12A	Sort, grade or class hides, skins or leather	030199
LMTPRHL13A	Manage technical processes	080301
LMTPRHL14A	Perform tests	030199
LMTPRHM01AA	Block and shape headwear by hand - 1	030107
LMTPRHM01BA	Block and shape headwear by hand - 2	030107
LMTPRHM02A	Block and shape headwear by machine	030107
LMTPRHM03A	Make headwear with flat pattern components	030107
LMTPRHM04A	Assemble blocked headwear components	030107
LMTPRHM05A	Trim headwear	030107
LMTPRHM06A	Finish headwear	030107
LMTPRHM07A	Perform basic maintenance of headwear	030107
LMTPRHM08A	Pack, store, handle or despatch headwear	089901
LMTPRHM09A	Undertake specific millinery construction techniques	030107
LMTPRHM10A	Rejuvenate millinery	030107
LMTPRLA01A	Collect, receive and sort product	089901
LMTPRLA02A	Operate washing machines	039909
LMTPRLA03A	Control washing machine operation	039909
LMTPRLA04A	Perform linen rewash	039909
LMTPRLA05A	Operate hydro extractor	039909
LMTPRLA06A	Perform conditioning and/or drying processes	039909
LMTPRLA07A	Operate finishing equipment	039909
LMTPRLA08A	Repair damaged products	039909
LMTPRLA09A	Inspect, fold and pack theatre linen	089901
LMTPRLA10A	Prepare products for storage or despatch	089901
LMTPRLA11A	Coordinate and process products for storage or despatch	089901
LMTPRLG01A	Split leather pieces	030199
LMTPRLG02AA	Skive leather pieces - 1	030199
LMTPRLG02BA	Skive leather pieces - 2	030199
LMTPRLG03AA	Cut by machine - 1	030199
LMTPRLG03BA	Cut by machine - 2	030199
LMTPRLG03CA	Cut by machine - 3	030199
LMTPRLG04AA	Sew leather by machine - 1	030199
LMTPRLG04BA	Sew leather by machine - 2	030199
LMTPRLG04CA	Sew leather by machine - 3	030199
LMTPRLG05AA	Sew by hand - 1	030199
LMTPRLG05BA	Sew by hand - 2	030199
LMTPRLG06AA	Perform table work - 1	030199
LMTPRLG06BA	Perform table work - 2	030199
LMTPRLG06CA	Perform table work - 3	030199
LMTPRLG07AA	Operate leather production machines - 1	030199
LMTPRLG07BA	Operate leather production machines - 2	030199
LMTPRLG07CA	Operate leather production machines - 3	030199
LMTPRLG08A	Measure, lay-out and cut leather product	030199
LMTPRLG09A	Assemble and finish leather product	030199
LMTPRLG10A	Restore leather products	030199
LMTPRMF01A	Select and adjust prefabricated footwear-related orthoses	061799
LMTPRMF02A	Select and adjust prefabricated medical grade footwear and accessories	061799
LMTPRTF01AA	Identify and handle materials	089901
LMTPRTF01BA	Identify and select materials - 1	089901
LMTPRTF01CA	Identify and select materials - 2	089901
LMTPRTF02AA	Lay out	030105
LMTPRTF02BA	Lay out and/or mark out - 1	030105
LMTPRTF02CA	Lay out and/or mark out - 2	030105
LMTPRTF03AA	Cut and shape - 1	030105
LMTPRTF03BA	Cut and shape - 2	030105
LMTPRTF04AA	Stitch by hand - 1	030105
LMTPRTF04BA	Stitch by hand - 2	030105
LMTPRTF05AA	Operate and maintain sewing machine - 1	030717
LMTPRTF05BA	Operate and maintain sewing machine - 2	030717
LMTPRTF05CA	Operate and maintain sewing machine - 3	030717
LMTPRTF06AA	Weld plastic materials - 1	030711
LMTPRTF06BA	Weld plastic materials - 2	030711
LMTPRTF06CA	Weld plastic materials - 3	030711
LMTPRTF07AA	Add reinforcements and attachments - 1	030105
LMTPRTF07BA	Add reinforcements and attachments - 2	030105
LMTPRTF08AA	Add accessories - 1	030105
LMTPRTF08BA	Add accessories - 2	030105
LMTPRTF09AA	Use adhesives - 1	030105
LMTPRTF09BA	Use adhesives - 2	030105
LMTPRTF10AA	Install products on and off site - 1	030717
LMTPRTF10BA	Install products on and off site - 2	030717
LMTPRTF11AA	Waterproof canvas products - 1	030105
LMTPRTF11BA	Waterproof canvas products - 2	030105
LMTPRTF12AA	Cut, bend and shape metals - 1	030717
LMTPRTF12BA	Cut, bend and shape metals - 2	030717
LMTPRTF13A	Use power tools	030717
LMTPRTF14A	Use hand tools	030717
LMTPRTF15AA	Inspect product - 1	030105
LMTPRTF15BA	Inspect product - 2	030105
LMTPRTF16AA	Package and handle products for despatch - 1	089901
LMTPRTF16BA	Package and handle products for despatch - 2	089901
LMTPRTF17A	Despatch products	089901
LMTPRTF18A	Provide customer service	080501
LMTPRTX01AA	Operate machines for production - 1	030105
LMTPRTX01BA	Operate machines for production - 2	030105
LMTPRTX02A	Set up machines for product change	030105
LMTPRTX03A	Weigh materials and products	030105
LMTPRTX04A	Perform laboratory tests	030105
